,Unnamed: 0,Compound,Tc
114,474,Cr0.945V0.055,0
115,478,Nd1.85Ce0.15Cu0.992Ni0.009O4,0
116,495,Sc0.1Zr0.9,0
117,503,Co1Zr1,0
118,505,La3Ca0.2Cd0.8Ba3Cu7O16.261,0
119,506,Cr1Ge1,0
120,519,Pr1.6Ba1.4Cu3O7.23,0
121,520,C2Rh1U2,0
122,525,Co1V3,0
123,526,Pr1.9Sr0.7Ca0.4Cu2O6.034,0
124,530,Ni2V1Al1,0
125,534,Mg8.8Al0.2Si5,0
126,539,Bi2Sr1.3Tb0.7Cu1O6.399,0
127,540,Y1Ba2Cu3O6.31,0
128,545,Al0.188V0.812,0
129,548,La1Ir2B2C1,0
130,552,Ba1Fe1.902Mo0.098As2,0
131,554,Y1Ba2Cu2.91Zn0.09O6.5,0
132,555,Be3Nb1,0
133,559,Nb1Si2,0
134,560,Dy2Ir3Si5,0
135,566,La6.4Ca1.6Cu6Ni2O20,0
136,569,Pr1.4Ba1.6Cu3O7.11,0
137,570,C1.45U0.15Y0.85,0
138,571,Pb4Ag1Bi12Se23,0
139,572,Nb2Si1,0
140,575,Nd1Os4Sb12,0
141,580,Y0.8Ca0.2Ba2Cu3O6.12,0
142,581,Nb3Rh0.5Os0.5,0
143,584,Sm1.87Ce0.13Cu1O4,0
144,587,Co1,0
145,591,Pr0.6Ca0.4Ba1La1Cu3O7.29,0
146,594,Nb1Se0.2Te0.8,0
147,596,Bi1Ir1,0
148,601,Sr2Cu1F2.6O2,0
149,610,Na3Mo15Se19,0
150,612,Dy1Ba2Cu2.6Fe0.4O7.09,0
151,618,Bi0.165Mo0.165Cu2.67Sr2Y1O7.21,0
152,620,Pb2Ba2Cu2Ta1O8Cl1,0
153,625,Nb0.71Al0.203Ge0.087,0
154,629,Ba2Cu1.2Co2.4O2,0
155,637,Y1Ba1.38Sr0.62Cu4O8,0
156,641,Y1Ca1Sr1.5Ba0.5Cu2.8Cr0.2O7,0
157,642,Ce1Fe1As1O1,0
158,643,Sr1.7Na0.3Cu1C1O5,0
159,651,Nd1Ir1Si1,0
160,653,Ce1Bi1S2F0.25O0.75,0
161,654,Bi2Sr2Ca0.25Y0.75Cu2O8.41,0
162,655,Cr0.2Nb0.8,0
163,656,Mn1Re1,0
164,657,Fe0.5Ru0.5,0
165,658,Tm2Cu2O5,0
166,667,Gd1Ba2Cu3.96Fe0.04O8,0
167,669,U1Pt2.85Pd0.15,0
168,673,Ba0.8K0.2Bi1O3,0
169,688,La1.05Sr0.95Cu0.2Fe0.8O4,0
170,691,Bi2S3,0
171,700,U2Pt0.4Rh0.6C2,0
172,701,Be45Zr55,0
173,714,Cu1Mg1Sb1,0
174,715,Y0.4Gd0.6Ni2B2C1,0
175,727,Cr1Sb1,0
176,730,Dy1B2C2,0
177,734,Co0.98Ni0.02U1,0
178,735,La1Ni2Ge0.5P1.5,0
179,736,Ho1Ru4B4,0
180,747,Er1Ru4B4,0
181,755,Er1Ba2Cu2.61Zn0.3Fe0.09O6.9,0
182,758,Ti2Ba2Ca1Gd2.25Ce0.75Cu2O14,0
183,759,Nb2Sn3,0
184,760,Cd0.4Sb0.6,0
185,761,Pr1.8Ba1.2Cu3O7.27,0
186,762,Dy1Rh4B4,0
187,765,Eu1.5Ba1.5Cu3O7.32,0
188,766,Na2Mo6Se6,0
189,767,Tb2Rh3Si5,0
190,774,La1.25Sr0.75Cu0.4Co0.6O4,0
191,776,Y1Zn1,0
192,777,Li1.22Ti1.78O4,0
193,779,La1Al1.85Si0.15,0
194,780,La1.983Sr0.017Cu0.75Zn0.25O4,0
195,783,Sc0.8Zr0.2,0
196,784,Bi2Sr2Ca1Cu2I0.23O8.28,0
197,786,Au2In1Tm1,0
198,792,Bi1.09Ta1S3.09,0
199,793,S1Sc1,0
200,794,Ga1Sr1.8Ca0.2Yb0.8Ca0.4Cu2O6.994,0
201,799,Gd1Re2,0
202,801,Bi0.95Pb0.05,0
203,803,B1.1Ru1,0
204,807,Tl1V3,0
205,811,Sm1.45Ba1.55Cu3O7.09,0
206,813,Cr3Si1,0
207,814,Eu0.6Pr0.4Ba2Cu3O6.64,0
208,820,Ce1Co4B4,0
209,826,Y1Ba2Cu2.55Co0.45O7,0
210,827,Pr2Cu1O4,0
211,835,Dy0.6Tb0.4Ni2B2C1,0
212,838,Y1Ba2Cu3.85Zn0.15O8,0
213,842,Tb2Rh3Sn5,0
214,849,Sr1Cu1O2.99,0
215,854,La1.87Sr0.13Cu0.98Zn0.02O4,0
216,858,Ca3Ge1,0
217,859,Y1Ba2Cu2Co1O7.2,0
218,863,Os0.8W0.2,0
219,865,Al0.15Au0.85,0
220,866,Ca0.86Sr0.14Cu1O4,0
221,871,Sb0.236V0.764,0
222,875,Al2Os1,0
223,876,Ce1Pt1.5Au0.6B2C1,0
224,877,Tl1.2Sr2Ca0.8Cu2O6.934,0
225,884,Y1Ba2Cu2.94Zn0.06O6.33,0
226,886,La1Ba1.5Ca0.5Cu3O7.14,0
227,895,Y1Ba2Cu2.88Zn0.12O6.01,0
228,908,Ba0.47K0.53Bi0.958Pr0.042O3,0
229,919,U0.98Y0.02Pd2Al3,0
230,925,Dy1Ba2Cu3O6.28,0
231,926,La1.75Eu0.2Sr0.1Cu1O4,0
232,928,Ce1Co2B2C1,0
233,929,Ce1Ir1In4.65Sn0.35,0
234,934,Bi2Sr2Ca0.3Pr0.7Cu2O8,0
235,935,B12Tm1,0
236,938,Al13Os2.96Ru1.04,0
237,943,Ag5Zn8,0
238,949,Er2Ir3Si5,0
239,950,La1.45Sr0.55Cu0.8Mn0.2O4,0
240,952,Ce1Co1.33Rh0.67,0
241,956,C16Rb1,0
242,957,Mg0.94Tl0.06,0
243,964,Ge1Pd1,0
244,967,Cu0.75Fe0.25Sr2Y1.3Ce0.7Cu2O8.49,0
245,969,La1.875Ba0.125Cu0.875Zn0.125O4,0
246,970,Nd1Th3.4Ru0.6B4,0
247,974,La0.6Ca0.4Mn1O3,0
248,980,Ge3Zr5,0
249,985,Ba3Pb2Bi1O7,0
250,987,Bi2Sr2Ca0.1Pr0.9Cu2O8.53,0
251,989,Ge2Nb1,0
252,991,Na0.4H5Bi1.08S5.08Ta2O2.5,0
253,992,Cu1.8S1,0
254,995,La1Os2P12,0
255,996,P2V1,0
256,1008,La1.73Sr0.27Cu1O3.99,0
257,1011,Ba1Sr5Nb10O30,0
258,1013,Y1Ba2Cu3H4O7,0
259,1017,In0.17Pb0.83,0
260,1019,Gd1Co4B4,0
261,1022,La1.86Ba0.14Cu0.99Zn0.01O4,0
262,1024,Ca4Gd2Cu3Cl4O8,0
263,1025,Be17Zr2,0
264,1029,W0.9Zr0.1,0
265,1052,Be17Hf2,0
266,1053,Sm1.6Ba1.4Cu3O7.11,0
267,1054,Pu1Fe1Ga5,0
268,1056,Au5K1,0
269,1057,Pr1Pt4Ge7Sb5,0
270,1083,Yb1Fe4P12,0
271,1086,Sm1Fe0.9Ni0.1As1O1,0
272,1088,Ho3Ni1,0
273,1089,Er1Ni1.88Fe0.12B2C1,0
274,1091,Ge3U1,0
275,1093,Na0.35Co1O2,0
276,1095,Er0.1Pr0.9Ba2Cu3O7,0
277,1096,Pb2Sr2Dy1Ce1.36Cu3O12,0
278,1102,Pd0.25Pt0.25Rh0.5,0
279,1104,Ce2Ir3Si5,0
280,1105,La1.85Sr0.15Cu0.885Zn0.115O4,0
281,1106,La2Sr1Cu2O6.315,0
282,1111,La0.4Pr0.6Ba2Cu2Nb1O8,0
283,1115,Be12W1,0
284,1118,Mo0.724Zr0.276,0
285,1120,Fe0.05Ru0.95,0
286,1126,Nb0.58Ti0.3Zr0.12,0
287,1131,Er1Ir1Si1,0
288,1134,Er1Ni1.93Fe0.07B2C1,0
289,1135,As1Ge1W1,0
290,1140,Mn0.73Mo0.27,0
291,1145,Sm1Co3B2,0
292,1147,Tm1Ru3.5Si2,0
293,1148,La1.44Nd0.4Sr0.16Cu1O4,0
294,1149,Ba1.6Sr0.4Yb1Cu3O6.15,0
295,1153,Lu0.3Pr0.7Ba1.7Sr0.3Cu3O6.9,0
296,1161,C1Hf0.6Zr0.4,0
297,1165,K1Tl1.5,0
298,1171,Y1Sr2Cu2.9B0.1O7,0
299,1174,Ca1Eu1Cu1Cl1O3,0
300,1176,Na3Sb1,0
301,1184,Sr12Ca2Cu24O41,0
302,1186,Pb3Sr2Cu3Cl1O8,0
303,1187,Ce1Rh1Al1,0
304,1189,U2Pt0.1Rh0.9C2,0
305,1196,Tb2Ir3Si5,0
306,1202,Nd1.95Ce0.05Cu1O3.97,0
307,1203,Be13Mn1,0
308,1205,Dy1Ba1Sr1Cu3O6.4,0
309,1207,Bi0.5Cd0.1Pb0.27Sn0.13,0
310,1211,Sb0.195V0.805,0
311,1215,C2Dy1,0
312,1216,La1Fe0.998Mn0.002As1F0.11O0.89,0
313,1217,C1Mn1,0
314,1222,Dy1Rh1Si1,0
315,1225,Gd1Ba2Cu2.7Co0.3O6.3,0
316,1226,Ca0.4Ba1.15La1.45Cu3O7.08,0
317,1228,Bi1S3,0
318,1229,Hf0.15Mo0.85,0
319,1230,Y1Ba2Cu3O6.17,0
320,1236,Cd1V3,0
321,1244,Pr1Ba2Cu3O6.953,0
322,1246,Be12Mo1,0
323,1250,Si3Zr4,0
324,1252,La1.82Sr0.18Cu0.975Ni0.025O4,0
325,1255,Gd1Rh4B4,0
326,1259,La2.3Ba1.7Cu2Ti2O11.15,0
327,1261,Nd1.6Ba1.4Cu3O7.049,0
328,1269,Tl1Sr1Ca1Yb1Cu2O6.8,0
329,1276,La1.964Sr0.036Cu1O4,0
330,1282,Cr1Sb2,0
331,1283,Pb3Ba3Cu3Cl1O8,0
332,1285,Nb3Al2V1C1,0
333,1286,La1.9Sr0.1Cu0.95Fe0.05O4,0
334,1289,Ce1Pd0.75Al3.25,0
335,1291,Rh0.025Zr0.975,0
336,1292,Cr0.63Fe0.27Al0.1,0
337,1294,Be2Cr1,0
338,1297,Ni0.64Co0.16P1,0
339,1300,Tb1Ru3B2,0
340,1302,Ce1Fe0.69Co0.31As1H1,0
341,1309,Hg7K5,0
342,1310,Sm2Cu1O4,0
343,1312,Hg1Tl1Ba2Cu1O6,0
344,1313,La1.87Ba0.13Cu0.99Li0.01O4,0
345,1315,La0.92Gd0.08Ru2,0
346,1319,La1.95Sr0.05Cu0.9Li0.1O4,0
347,1330,Ru1Sr2Dy1Cu2O8,0
348,1331,La1.78Sr0.22Cu0.985Ni0.015O4,0
349,1335,Pd2Dy1Pb1,0
350,1341,As2Pt1,0
351,1344,La1.98Sr0.02Cu1O4,0
352,1350,Ca10Pt3Fe10As18,0
353,1353,Li1.15Ti1.85O4,0
354,1355,Th1Bi1S2O1,0
355,1356,Pd3Th1,0
356,1357,Au0.75Hg0.25,0
357,1364,Ga6La1,0
358,1366,Pt0.33V0.67,0
359,1372,Y1Ir3B2,0
360,1378,Ba1Fe1.76Ru0.24As2,0
361,1379,Be12Pd1,0
362,1405,Pr1.9Sr0.9Ca0.2Cu2O6.061,0
363,1407,Ir0.75Pt0.25Te2,0
364,1410,Nd1.5Ba1.1Sr0.4Cu3O6.916,0
365,1419,Ba1Fe1.856Cu0.04As2,0
366,1428,La0.5Pr0.5Ba1.5Sr0.5Cu3O6.916,0
367,1434,Nd1.88Ce0.12Cu1O3.94,0
368,1435,Mo1Ge2,0
369,1441,Er1Ba2Cu2Co1O6.64,0
370,1442,La1Pt1.75Ge2.25,0
371,1447,Nb1N0.5C0.5,0
372,1452,Sm1Ir3B2,0
373,1454,Nd0.4Sm0.6Bi1S2F0.7O0.3,0
374,1457,Dy1Rh3.6Ir0.4B4,0
375,1462,K0.5W1O3,0
376,1465,As2Pd1,0
377,1474,Y1Ba2Cu2.5Co0.5O7.05,0
378,1476,Ce1Fe1As0.9P0.1O1,0
379,1482,Yb1Ru4B4,0
380,1485,Ba1.6Sr0.4Yb1Cu3O5.97,0
381,1486,Bi2Mg3,0
382,1490,Ba1Fe0.75Ru1.25As2,0
383,1493,Nd1.4Ba1.4Sr0.2Cu3O6.956,0
384,1495,Ce1Fe1P1F0.05O0.95,0
385,1499,Ag0.55Hg0.45,0
386,1502,Er1Ir3B2,0
387,1509,Y1Ba2Cu3O6.05,0
388,1512,Sm0.7Pr0.3Ba2Cu3O6.55,0
389,1515,Al1Lu3,0
390,1524,Tb1Th3.4Ru0.6B4,0
391,1526,Au91Nb11,0
392,1541,Tm1,0
393,1545,La1.98Na0.02Cu1O4,0
394,1549,Mn0.002Ti0.499Zr0.499,0
395,1555,Nb0.69Tc0.31,0
396,1558,Sr14Cu24O41,0
397,1559,Bi1Y1,0
398,1562,Gd1Os4P12,0
399,1564,Y0.99Ca0.01Cu1O2.58,0
400,1569,Y1Ba2Cu2.7Zn0.3O6.89,0
401,1570,Tm1Os1B2,0
402,1573,Y1Sr2Cu2.8Cr0.2O7,0
403,1585,Nd1Co1Ge3,0
404,1587,Mg1C1Ni2.95Mn0.05,0
405,1591,Ce0.35Eu0.02Gd0.06La0.2,0
406,1592,V2.61Nb0.39Si1,0
407,1596,Fe1Te0.92,0
408,1609,Yb0.1Pr0.9Ba2Cu3O7,0
409,1618,Sn1.16Ta2S5.16,0
410,1625,Y1Sr2Cu2.8V0.2O6.8,0
411,1630,Sm2Fe3Si5,0
412,1634,Dy4Os4Si13,0
413,1638,B2Be1,0
414,1639,Ba1Fe2P2,0
415,1641,Tl1Ba1La1Cu1O5.17,0
416,1644,Sr2Y0.7Ca0.3Cu2.35Pb0.65O7.11,0
417,1646,Ca1Si1,0
418,1663,Fe2As2Sr4Cr2O6,0
419,1672,Nb3Rh0.3Os0.7,0
420,1677,Sr1.8K0.2Cu1C1O5,0
421,1678,Mg0.97Zn0.03,0
422,1698,Sr2Yb1Cu2F1O5,0
423,1699,Nd1Rh3B1,0
424,1704,Y1Sr2Cu2.1B0.9O7,0
425,1708,Nd1.5Ba1.1Ca0.4Cu3O6.975,0
426,1711,Y0.97Ca0.03Ba2Cu3O6,0
427,1714,Pr1.85Am0.15Cu1O4,0
428,1716,Ca1Al2Si2,0
429,1724,Pd0.14Ti1Se2,0
430,1729,La1.76Eu0.2Sr0.09Cu1O4,0
431,1730,La2Cu0.985Li0.015O4,0
432,1735,Ce1Co3B2,0
433,1738,Ca0.9Na0.1Fe2As2,0
434,1740,Er1,0
435,1741,Au1,0
436,1742,Ga6Yb1,0
437,1749,Mo1S2,0
438,1757,La2Cu0.7Li0.3O4,0
439,1758,Ba2Ca0.2Cu1.2Co1.8O3,0
440,1761,V3Ni5Ge2,0
441,1763,H2Th1,0
442,1766,Bi2.25Sr1.75Cu1O6.21,0
443,1771,Y1Ru3B2,0
444,1775,La3Sn7,0
445,1779,Fe0.7Ru0.3,0
446,1785,Ru1Se2,0
447,1787,Ce1Os2,0
448,1788,La1.77Sr0.23Cu1O3.99,0
449,1789,Ce1Co1In4.25Cd0.75,0
450,1792,Ce1N0.87,0
451,1793,La1.65Sr0.35Cu0.8Ga0.2O4,0
452,1794,Ag0.56Cu0.22Sn0.5Zn0.17,0
453,1799,Pd1S1,0
454,1820,Er1Ba2Cu3O6.25,0
455,1824,Pb0.5Cd0.5Sr1.9Ba0.1Ca0.5Y0.5Cu2O7,0
456,1832,La1.5Nd0.35Ca0.018Ba0.132Cu1O4,0
457,1837,Sm1.4Ba1.6Cu3O7.19,0
458,1842,Ca1Fe1.936Co0.064As2,0
459,1843,Al1Re1,0
460,1844,Lu1Ir3B2,0
461,1849,Sr1.78La0.22Ti1O4,0
462,1851,La1Cs1Cu1O1,0
463,1854,Tm2Fe1C4,0
464,1858,Hg1Ba2Ca4Cu5O12.32,0
465,1862,Ga1La1,0
466,1866,Pd2Y0.9Gd0.1Sn1,0
467,1871,Y1Ba2Cu3O6.09,0
468,1872,Pb1.14Nb1Se3.14,0
469,1875,Fe1.02Te0.5S0.5,0
470,1885,Ba1Ni2Ge1.8P0.2,0
471,1888,Sr0.5Eu0.4Nb1O3,0
472,1889,Nb0.4Ti0.52Hf0.04V0.04,0
473,1890,La1.86Sr0.14Cu0.99Ni0.01O4,0
474,1891,B2Mo0.84,0
475,1900,V75Ge5Sn20,0
476,1904,Y0.55Pr0.45Ba2Cu3O6.5,0
477,1906,Bi1Na3,0
478,1907,Eu2.17Ce0.5Sr1.33Cu2Fe1O9.43,0
479,1909,V0.45Cr0.45Al0.1,0
480,1910,Ca1Se1,0
481,1913,Hf1Si2,0
482,1918,Er0.8Tb0.8Ni2B2C1,0
483,1920,La1.7Ba0.3Cu0.99Ga0.01O4,0
484,1922,Gd1Ba1Cu1B1O5,0
485,1923,Ce1Pt3B1,0
486,1929,Bi2Sr1.8Pb0.2Cu1O6.129,0
487,1934,Hf1Rh3,0
488,1939,Pt3Y1,0
489,1952,Te4Ti5,0
490,1956,Lu2Ni3Si5,0
491,1969,Nb1B0.25O2,0
492,1970,Gd0.1Pr0.9Ba2Cu3O7,0
493,1972,Gd1Ba2Cu2Co1O6.76,0
494,1973,Ca1Ga1Ge1,0
495,1975,Al1C1Ni3,0
496,1979,La1.95Na0.05Cu1O4,0
497,1983,Ti0.12V0.88,0
498,1996,N1H3K1Rb2C60,0
499,1997,Al0.996Co0.004,0
500,1999,La1.82Sr0.18Cu0.96Ni0.04O4,0
501,2005,Te2Ti1,0
502,2009,Gd1Ru2,0
503,2015,Ca10Pt3.33Fe9.67As18,0
504,2016,Cr1Si2,0
505,2020,C2Ho1,0
506,2022,La1.55Sr0.45Cu0.7Co0.3O4,0
507,2023,La0.85Sr1.15Fe1O4,0
508,2025,Li0.17Cs1Ca2Nb3O10,0
509,2033,Sr2Ru0.5Rh0.5O4,0
510,2035,Ni2Mo6S6O2,0
511,2040,Ir0.96Rh0.04Te2,0
512,2042,Sc1Co2As2,0
513,2043,La1.67Ca0.33Ni1O4,0
514,2044,Sr0.3Eu0.6Nb1O3,0
515,2046,La1Ba1.5Ca0.5Cu3O7.02,0
516,2047,Pb2Ru1Sr2Cu2Cl1O8,0
517,2049,La2Cu0.99Zn0.01O4,0
518,2050,Eu1Ba1Cu1B1O5,0
519,2051,Ba1Ni2Ge2,0
520,2055,Ba1Fe1.25Cr0.75As2,0
521,2057,La0.7Sr0.3Ti1O3,0
522,2059,Tb1Pd2P2,0
523,2065,Pt1Y1,0
524,2067,B1N1,0
525,2076,Y0.4Pr0.6Ba2Cu3O6.76,0
526,2077,Tm1Ru3B2,0
527,2090,Tl1Sr2Ca1Cu2O6.82,0
528,2104,B6Tm0.01Y0.99,0
529,2107,Bi2Sr2Ca0.7Ce0.3Cu2O8,0
530,2108,Nd0.99Ca0.01Ni1O3,0
531,2110,Sn2.5Mo15Se19,0
532,2112,Mg1Ni3B2,0
533,2113,Cu2In1Ti1,0
534,2114,Pt4Th1,0
535,2117,Pd2Y0.7Dy0.3Sn1,0
536,2118,Tl1Sr1.4La0.6Cu1O5,0
537,2139,La1.987Ba0.014Cu1O4,0
538,2143,La0.5Sr1.5Cu0.25Fe0.75O3.8,0
539,2149,Sm1Pt1Si1,0
540,2157,Pb2Sr2Y0.5Ca0.5Cu3O9.47,0
541,2158,Nb3Al2C1,0
542,2162,La0.8Y0.2Fe0.9Mn0.1As1F0.11O0.89,0
543,2164,Eu1Ba2Cu2.925Zn0.075O6.92,0
544,2166,La1.5Ba1.5Cu3O7.021,0
545,2167,Y0.05Tb0.95Ni2B2C1,0
546,2170,La1.65Eu0.2Sr0.2Cu1O4,0
547,2171,La1.25Sr0.75Cu0.4Fe0.6O4,0
548,2174,Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.74,0
549,2178,Cu0.4Mg0.3Si0.3,0
550,2184,Y1Ba2Cu2.2Co0.8O7.07,0
551,2193,Sr4V3O9.49,0
552,2202,Tb1Ru4B4,0
553,2207,Bi2Sr2Y1Cu2O8,0
554,2214,B2Ta3,0
555,2224,Nb1C0.86,0
556,2225,Ca2Cu1Cl2O2,0
557,2226,Cr0.73Mo0.27,0
558,2230,Ge1Pd2,0
559,2232,Gd1.4Ce0.6Sr2Ru0.99Mn0.01Cu2O10,0
560,2233,Sr2Cu2Zn1S2O2,0
561,2236,Ba2Sr4Nb10O30,0
562,2237,Fe0.27Co0.63Al0.1,0
563,2238,Bi2Ca1La1Cu1O6.5,0
564,2242,Eu1Fe1.9Ir0.1As2,0
565,2246,La1.84Sr0.16Cu0.9975Zn0.0025O4,0
566,2254,Cu1Sb1,0
567,2260,Be0.95Fe0.05,0
568,2267,La1.9Sr0.1Cu0.95Ru0.05O4,0
569,2277,Y1La0.6Ba1.4Cu3O6.8,0
570,2279,Ca1.998Na0.002Cu1Cl2O2,0
571,2284,Eu1.71125Y0.13875Ce0.15Cu1O4,0
572,2285,Zr2Rh1H4,0
573,2288,Fe2Hf1,0
574,2289,Y0.7Ca0.3Ti1O3,0
575,2296,Nd1Ba2Cu2.8Ga0.2O6.63,0
576,2298,Sr0.5Pr0.5F1Bi1S2,0
577,2301,Nb1Pt1.8Ru1.2,0
578,2303,Ir3U1,0
579,2305,Th1.8Nd0.2C3,0
580,2308,Bi1S1,0
581,2310,Sr13La1Cu24O41,0
582,2316,Nd1.4Ba1.2Sr0.4Cu3O6.874,0
583,2318,K1Ta0.98Nb0.02O3,0
584,2319,Y1Ba2Cu2.94Zn0.06O6.48,0
585,2323,La1.55Nd0.3Ca0.028Ba0.122Cu1O4,0
586,2327,B1Rh1,0
587,2328,Ca1Cu5,0
588,2329,Pr1Bi1S2O1,0
589,2334,Y1Co4B4,0
590,2351,Mo3Zr1,0
591,2356,Pr2Rh3Si5,0
592,2357,La4Ba1Cu5O13,0
593,2360,Eu1.1Ba1.9Cu3O6.932,0
594,2361,Al1Sr2Ca1.9Y0.1Cu3O9.1,0
595,2363,Ce1Pt4Ge12,0
596,2372,Sc0.5Dy4.5Ir4Si10,0
597,2377,La5Sr1Cu6O15,0
598,2383,Ba1.6Sr0.4Yb1Cu3O6.42,0
599,2388,Y0.65Ca0.35Sr2Cu2Ga1O6.94,0
600,2393,Gd1.65Nd0.2Ce0.15Cu1O4,0
601,2399,Al1La1,0
602,2400,Bi2Sr2Ca1I0.06O8.242,0
603,2406,Be0.95Rh0.05,0
604,2410,Y1Ba2Cu2.985Al0.015O7,0
605,2412,Fe0.81Co0.09Al0.1,0
606,2416,H0.32V0.68,0
607,2428,V3Si1,0
608,2439,La1.2Ba1.8Cu3O8,0
609,2440,Pd7Se4,0
610,2443,Nd0.92Th0.08Ni1O3,0
611,2447,Bi1.6Pb0.3V0.1Sr2Ca2Cu3O9.92,0
612,2449,Eu0.784K0.216Fe2As2,0
613,2451,As1Pd3,0
614,2459,U1Ru3B2,0
615,2466,La2Cu0.9Zn0.1O4,0
616,2473,Co1Nb1V1,0
617,2474,La2Ca1Cu2O6,0
618,2476,La0.4Pr0.6Ba1.5Sr0.5Cu3O6.941,0
619,2478,Ce2S3,0
